"DateTime","Players","Flags","Twitch Viewers"
"2019-05-24 00:00:00",842,,4977
"2019-05-25 00:00:00",1100,,4838
"2019-05-26 00:00:00",1081,,938
"2019-05-27 00:00:00",921,,6093
"2019-05-28 00:00:00",782,,675
"2019-05-29 00:00:00",772,,496
"2019-05-30 00:00:00",796,,1459
"2019-05-31 00:00:00",831,,5889
"2019-06-01 00:00:00",978,,265
"2019-06-02 00:00:00",1002,,10254
"2019-06-03 00:00:00",802,,764
"2019-06-04 00:00:00",723,,626
"2019-06-05 00:00:00",702,,597
"2019-06-06 00:00:00",737,,1765
"2019-06-07 00:00:00",879,,1422
"2019-06-08 00:00:00",989,,2118
"2019-06-09 00:00:00",993,,2437
"2019-06-10 00:00:00",791,,140
"2019-06-11 00:00:00",748,,3187
"2019-06-12 00:00:00",796,,897
"2019-06-13 00:00:00",842,,908
"2019-06-14 00:00:00",914,,1695
"2019-06-15 00:00:00",1073,,454
"2019-06-16 00:00:00",1067,,211
"2019-06-17 00:00:00",940,,409
"2019-06-18 00:00:00",978,,987
"2019-06-19 00:00:00",833,,298
"2019-06-20 00:00:00",873,,681
"2019-06-21 00:00:00",844,,1066
"2019-06-22 00:00:00",996,,529
"2019-06-23 00:00:00",914,,4460
"2019-06-24 00:00:00",739,,2805
"2019-06-25 00:00:00",727,,3064
"2019-06-26 00:00:00",828,,3325
"2019-06-27 00:00:00",897,,285
"2019-06-28 00:00:00",868,,922
"2019-06-29 00:00:00",1003,,345
"2019-06-30 00:00:00",976,,883
"2019-07-01 00:00:00",886,,424
"2019-07-02 00:00:00",800,,972
"2019-07-03 00:00:00",868,,358
"2019-07-04 00:00:00",853,,1374
"2019-07-05 00:00:00",873,,790
"2019-07-06 00:00:00",950,,767
"2019-07-07 00:00:00",975,,700
"2019-07-08 00:00:00",865,,1889
"2019-07-09 00:00:00",913,,1220
"2019-07-10 00:00:00",855,,1002
"2019-07-11 00:00:00",817,,536
"2019-07-12 00:00:00",886,,456
"2019-07-13 00:00:00",996,,564
"2019-07-14 00:00:00",978,,1927
"2019-07-15 00:00:00",815,,738
"2019-07-16 00:00:00",836,,506
"2019-07-17 00:00:00",804,,644
"2019-07-18 00:00:00",801,,751
"2019-07-19 00:00:00",768,,361
"2019-07-20 00:00:00",921,,1162
"2019-07-21 00:00:00",948,,223
"2019-07-22 00:00:00",817,,317
"2019-07-23 00:00:00",773,,621
"2019-07-24 00:00:00",750,,752
"2019-07-25 00:00:00",737,,24612
"2019-07-26 00:00:00",774,,184
"2019-07-27 00:00:00",876,,1004
"2019-07-28 00:00:00",897,,456
"2019-07-29 00:00:00",769,,643
"2019-07-30 00:00:00",777,,204
"2019-07-31 00:00:00",701,,338
"2019-08-01 00:00:00",703,,2699
"2019-08-02 00:00:00",713,,1886
"2019-08-03 00:00:00",815,,418
"2019-08-04 00:00:00",863,,233
"2019-08-05 00:00:00",714,,1109
"2019-08-06 00:00:00",680,,189
"2019-08-07 00:00:00",707,,1570
"2019-08-08 00:00:00",649,,342
"2019-08-09 00:00:00",709,,333
"2019-08-10 00:00:00",892,,1075
"2019-08-11 00:00:00",845,,474
"2019-08-12 00:00:00",721,,405
"2019-08-13 00:00:00",683,,445
"2019-08-14 00:00:00",622,,424
"2019-08-15 00:00:00",634,,176
"2019-08-16 00:00:00",666,,377
"2019-08-17 00:00:00",826,,396
"2019-08-18 00:00:00",833,,1148
"2019-08-19 00:00:00",676,,608
"2019-08-20 00:00:00",646,,4726
"2019-08-21 00:00:00",635,,4774
"2019-08-22 00:00:00",639,,1441
"2019-08-23 00:00:00",671,,194
"2019-08-24 00:00:00",875,,414
"2019-08-25 00:00:00",851,,160
"2019-08-26 00:00:00",646,,238
"2019-08-27 00:00:00",570,,134
"2019-08-28 00:00:00",598,,152
"2019-08-29 00:00:00",573,,203
"2019-08-30 00:00:00",649,,176
"2019-08-31 00:00:00",863,,309
"2019-09-01 00:00:00",844,,490
"2019-09-02 00:00:00",752,,109
"2019-09-03 00:00:00",597,,981
"2019-09-04 00:00:00",561,,391
"2019-09-05 00:00:00",542,,1086
"2019-09-06 00:00:00",646,,806
"2019-09-07 00:00:00",942,,655
"2019-09-08 00:00:00",866,,112
"2019-09-09 00:00:00",642,,203
"2019-09-10 00:00:00",564,,1636
"2019-09-11 00:00:00",555,,117
"2019-09-12 00:00:00",524,,192
"2019-09-13 00:00:00",592,,197
"2019-09-14 00:00:00",876,,161
"2019-09-15 00:00:00",821,,380
"2019-09-16 00:00:00",649,,267
"2019-09-17 00:00:00",551,,124
"2019-09-18 00:00:00",536,,731
"2019-09-19 00:00:00",532,,1038
"2019-09-20 00:00:00",660,,112
"2019-09-21 00:00:00",868,,100
"2019-09-22 00:00:00",851,,620
"2019-09-23 00:00:00",660,,365
"2019-09-24 00:00:00",541,,117
"2019-09-25 00:00:00",533,,111
"2019-09-26 00:00:00",533,,231
"2019-09-27 00:00:00",630,,148
"2019-09-28 00:00:00",862,,806
"2019-09-29 00:00:00",899,,379
"2019-09-30 00:00:00",842,,213
"2019-10-01 00:00:00",878,,255
"2019-10-02 00:00:00",895,,395
"2019-10-03 00:00:00",903,,3166
"2019-10-04 00:00:00",940,,151
"2019-10-05 00:00:00",1256,,283
"2019-10-06 00:00:00",1258,,120
"2019-10-07 00:00:00",809,,140
"2019-10-08 00:00:00",738,,398
"2019-10-09 00:00:00",731,,209
"2019-10-10 00:00:00",665,,1288
"2019-10-11 00:00:00",811,,409
"2019-10-12 00:00:00",1093,,264
"2019-10-13 00:00:00",1038,,292
"2019-10-14 00:00:00",837,,1729
"2019-10-15 00:00:00",718,,855
"2019-10-16 00:00:00",653,,637
"2019-10-17 00:00:00",624,,3213
"2019-10-18 00:00:00",735,,245
"2019-10-19 00:00:00",1023,,449
"2019-10-20 00:00:00",952,,1029
"2019-10-21 00:00:00",678,,168
"2019-10-22 00:00:00",663,,512
"2019-10-23 00:00:00",662,,373
"2019-10-24 00:00:00",642,,256
"2019-10-25 00:00:00",788,,167
"2019-10-26 00:00:00",1009,,303
"2019-10-27 00:00:00",1000,,544
"2019-10-28 00:00:00",736,,433
"2019-10-29 00:00:00",630,,534
"2019-10-30 00:00:00",663,,274
"2019-10-31 00:00:00",650,,730
"2019-11-01 00:00:00",806,,120
"2019-11-02 00:00:00",1059,,257
"2019-11-03 00:00:00",1033,,354
"2019-11-04 00:00:00",761,,404
"2019-11-05 00:00:00",635,,567
"2019-11-06 00:00:00",609,,141
"2019-11-07 00:00:00",596,,87
"2019-11-08 00:00:00",793,,138
"2019-11-09 00:00:00",985,,1325
"2019-11-10 00:00:00",942,,3600
"2019-11-11 00:00:00",709,,235
"2019-11-12 00:00:00",625,,309
"2019-11-13 00:00:00",621,,136
"2019-11-14 00:00:00",615,,685
"2019-11-15 00:00:00",763,,1048
"2019-11-16 00:00:00",999,,302
"2019-11-17 00:00:00",979,,1295
"2019-11-18 00:00:00",723,,66
"2019-11-19 00:00:00",578,,6148
"2019-11-20 00:00:00",837,,791
"2019-11-21 00:00:00",1052,,1521
"2019-11-22 00:00:00",1513,,498
"2019-11-23 00:00:00",2142,,249
"2019-11-24 00:00:00",2172,,603
"2019-11-25 00:00:00",1529,,596
"2019-11-26 00:00:00",1392,,688
"2019-11-27 00:00:00",1414,,576
"2019-11-28 00:00:00",1496,,1667
"2019-11-29 00:00:00",1639,,1308
"2019-11-30 00:00:00",1793,,2929
"2019-12-01 00:00:00",1771,,1055
"2019-12-02 00:00:00",1269,,687
"2019-12-03 00:00:00",1149,,631
"2019-12-04 00:00:00",1075,,213
"2019-12-05 00:00:00",1059,,465
"2019-12-06 00:00:00",1166,,457
"2019-12-07 00:00:00",1427,,428
"2019-12-08 00:00:00",1331,,952
"2019-12-09 00:00:00",1014,,377
"2019-12-10 00:00:00",910,,143
"2019-12-11 00:00:00",867,,4353
"2019-12-12 00:00:00",875,,257
"2019-12-13 00:00:00",1043,,372
"2019-12-14 00:00:00",1278,,351
"2019-12-15 00:00:00",1169,,3126
"2019-12-16 00:00:00",870,,317
"2019-12-17 00:00:00",852,,231
"2019-12-18 00:00:00",878,,446
"2019-12-19 00:00:00",965,,154
"2019-12-20 00:00:00",1201,,426
"2019-12-21 00:00:00",1490,,561
"2019-12-22 00:00:00",1544,,770
"2019-12-23 00:00:00",1501,,191
"2019-12-24 00:00:00",1512,,439
"2019-12-25 00:00:00",1763,,195
"2019-12-26 00:00:00",1683,,662
"2019-12-27 00:00:00",1766,,487
"2019-12-28 00:00:00",1767,,911
"2019-12-29 00:00:00",1767,,312
"2019-12-30 00:00:00",1728,,259
"2019-12-31 00:00:00",1942,,283
"2020-01-01 00:00:00",1809,,327
"2020-01-02 00:00:00",1740,,287
"2020-01-03 00:00:00",1622,,502
"2020-01-04 00:00:00",1633,,344
"2020-01-05 00:00:00",1509,,375
"2020-01-06 00:00:00",1267,,140
"2020-01-07 00:00:00",1114,,172
"2020-01-08 00:00:00",1060,,234
"2020-01-09 00:00:00",1001,,335
"2020-01-10 00:00:00",1149,,1257
"2020-01-11 00:00:00",1472,,2461
"2020-01-12 00:00:00",1338,,147
"2020-01-13 00:00:00",1035,,285
"2020-01-14 00:00:00",904,,981
"2020-01-15 00:00:00",907,,1089
"2020-01-16 00:00:00",926,,2260
"2020-01-17 00:00:00",1105,,3228
"2020-01-18 00:00:00",1458,,2424
"2020-01-19 00:00:00",1376,,247
"2020-01-20 00:00:00",1197,,322
"2020-01-21 00:00:00",997,,431
"2020-01-22 00:00:00",945,,898
"2020-01-23 00:00:00",929,,1973
"2020-01-24 00:00:00",1213,,306
"2020-01-25 00:00:00",1632,,1335
"2020-01-26 00:00:00",1588,,5921
"2020-01-27 00:00:00",1249,,1543
"2020-01-28 00:00:00",1096,,924
"2020-01-29 00:00:00",1080,,826
"2020-01-30 00:00:00",1016,,295
"2020-01-31 00:00:00",1156,,554
"2020-02-01 00:00:00",1547,,603
"2020-02-02 00:00:00",1536,,2747
"2020-02-03 00:00:00",1093,,1096
"2020-02-04 00:00:00",1011,,2053
"2020-02-05 00:00:00",967,,2651
"2020-02-06 00:00:00",984,,545
"2020-02-07 00:00:00",1165,,5024
"2020-02-08 00:00:00",1523,,21218
"2020-02-09 00:00:00",1494,,20984
"2020-02-10 00:00:00",1158,,23716
"2020-02-11 00:00:00",970,,25640
"2020-02-12 00:00:00",918,,7525
"2020-02-13 00:00:00",923,,5667
"2020-02-14 00:00:00",1154,,6230
"2020-02-15 00:00:00",1500,,444
"2020-02-16 00:00:00",1464,,244
"2020-02-17 00:00:00",1188,,410
"2020-02-18 00:00:00",1006,,6813
"2020-02-19 00:00:00",943,,15013
"2020-02-20 00:00:00",947,,711
"2020-02-21 00:00:00",1133,,753
"2020-02-22 00:00:00",1358,,6503
"2020-02-23 00:00:00",1291,,1376
"2020-02-24 00:00:00",1056,,288
"2020-02-25 00:00:00",969,,196
"2020-02-26 00:00:00",883,,742
"2020-02-27 00:00:00",853,,6744
"2020-02-28 00:00:00",1065,,3158
"2020-02-29 00:00:00",1251,,177
"2020-03-01 00:00:00",1235,,6367
"2020-03-02 00:00:00",957,,5858
"2020-03-03 00:00:00",809,,841
"2020-03-04 00:00:00",805,,1248
"2020-03-05 00:00:00",794,,415
"2020-03-06 00:00:00",951,,454
"2020-03-07 00:00:00",1250,,682
"2020-03-08 00:00:00",1244,,974
"2020-03-09 00:00:00",932,,303
"2020-03-10 00:00:00",862,,358
"2020-03-11 00:00:00",816,,373
"2020-03-12 00:00:00",831,,291
"2020-03-13 00:00:00",1037,,221
"2020-03-14 00:00:00",1349,,2828
"2020-03-15 00:00:00",1337,,658
"2020-03-16 00:00:00",1215,,734
"2020-03-17 00:00:00",1314,,147
"2020-03-18 00:00:00",1291,,754
"2020-03-19 00:00:00",1309,,245
"2020-03-20 00:00:00",1324,,553
"2020-03-21 00:00:00",1527,,394
"2020-03-22 00:00:00",1548,,823
"2020-03-23 00:00:00",1361,,1767
"2020-03-24 00:00:00",1234,,1588
"2020-03-25 00:00:00",1268,,554
"2020-03-26 00:00:00",1220,,273
"2020-03-27 00:00:00",1273,,2242
"2020-03-28 00:00:00",1422,,335
"2020-03-29 00:00:00",1349,,244
"2020-03-30 00:00:00",1191,,492
"2020-03-31 00:00:00",1197,,387
"2020-04-01 00:00:00",1151,,872
"2020-04-02 00:00:00",1194,,954
"2020-04-03 00:00:00",1194,,493
"2020-04-04 00:00:00",1393,,1077
"2020-04-05 00:00:00",1333,,230
"2020-04-06 00:00:00",1224,,751
"2020-04-07 00:00:00",1198,,837
"2020-04-08 00:00:00",1273,,310
"2020-04-09 00:00:00",1255,,2831
"2020-04-10 00:00:00",1368,,706
"2020-04-11 00:00:00",1377,,711
"2020-04-12 00:00:00",1392,,243
"2020-04-13 00:00:00",1206,,586
"2020-04-14 00:00:00",1203,,321
"2020-04-15 00:00:00",1166,,734
"2020-04-16 00:00:00",1194,,3206
"2020-04-17 00:00:00",1204,,597
"2020-04-18 00:00:00",1345,,34743
"2020-04-19 00:00:00",1247,,470
"2020-04-20 00:00:00",1104,,366
"2020-04-21 00:00:00",1158,,395
"2020-04-22 00:00:00",1040,,2212
"2020-04-23 00:00:00",1083,,2439
"2020-04-24 00:00:00",1174,,1841
"2020-04-25 00:00:00",1195,,246
"2020-04-26 00:00:00",1178,,2796
"2020-04-27 00:00:00",1028,,169
"2020-04-28 00:00:00",1125,,1763
"2020-04-29 00:00:00",1090,,810
"2020-04-30 00:00:00",1145,,2210
"2020-05-01 00:00:00",1213,,1726
"2020-05-02 00:00:00",1249,,649
"2020-05-03 00:00:00",1247,,633
"2020-05-04 00:00:00",1064,,2205
"2020-05-05 00:00:00",1085,,662
"2020-05-06 00:00:00",1080,,715
"2020-05-07 00:00:00",1067,,1058
"2020-05-08 00:00:00",1157,,2369
"2020-05-09 00:00:00",1264,,1510
"2020-05-10 00:00:00",1199,,1404
"2020-05-11 00:00:00",1100,,2635
"2020-05-12 00:00:00",1095,,4216
"2020-05-13 00:00:00",1137,,2587
"2020-05-14 00:00:00",1139,,3479
"2020-05-15 00:00:00",1158,,9422
"2020-05-16 00:00:00",1190,,12139
"2020-05-17 00:00:00",1198,,22496
"2020-05-18 00:00:00",1011,,8603
"2020-05-19 00:00:00",1044,,6671
"2020-05-20 00:00:00",1058,,1247
"2020-05-21 00:00:00",1142,,2498
"2020-05-22 00:00:00",1197,,2859
"2020-05-23 00:00:00",1249,,2543
"2020-05-24 00:00:00",1262,,4203
"2020-05-25 00:00:00",1164,,1054
"2020-05-26 00:00:00",1073,,1504
"2020-05-27 00:00:00",1080,,3709
"2020-05-28 00:00:00",1067,,2182
"2020-05-29 00:00:00",1070,,1975
"2020-05-30 00:00:00",1218,,2294
"2020-05-31 00:00:00",1203,,296
"2020-06-01 00:00:00",1137,,1693
"2020-06-02 00:00:00",1052,,2473
"2020-06-03 00:00:00",1023,,2080
"2020-06-04 00:00:00",1094,,1447
"2020-06-05 00:00:00",1171,,1129
"2020-06-06 00:00:00",1256,,2019
"2020-06-07 00:00:00",1262,,4961
"2020-06-08 00:00:00",1107,,1232
"2020-06-09 00:00:00",1082,,1472
"2020-06-10 00:00:00",1068,,2099
"2020-06-11 00:00:00",1114,,4702
"2020-06-12 00:00:00",1107,,1164
"2020-06-13 00:00:00",1141,,1534
"2020-06-14 00:00:00",1180,,1234
"2020-06-15 00:00:00",1065,,8880
"2020-06-16 00:00:00",1006,,451
"2020-06-17 00:00:00",997,,1610
"2020-06-18 00:00:00",1036,,1127
"2020-06-19 00:00:00",1039,,1079
"2020-06-20 00:00:00",1131,,1588
"2020-06-21 00:00:00",1085,,658
"2020-06-22 00:00:00",999,,1406
"2020-06-23 00:00:00",990,,2376
"2020-06-24 00:00:00",976,,4100
"2020-06-25 00:00:00",1057,,4286
"2020-06-26 00:00:00",1488,,3144
"2020-06-27 00:00:00",1928,,3093
"2020-06-28 00:00:00",1942,,6650
"2020-06-29 00:00:00",1802,,1336
"2020-06-30 00:00:00",1681,,3285
"2020-07-01 00:00:00",1717,,3611
"2020-07-02 00:00:00",1687,,1749
"2020-07-03 00:00:00",1820,,3323
"2020-07-04 00:00:00",1884,,4335
"2020-07-05 00:00:00",1848,,826
"2020-07-06 00:00:00",1637,,751
"2020-07-07 00:00:00",1675,,1328
"2020-07-08 00:00:00",1666,,6597
"2020-07-09 00:00:00",1778,,4824
"2020-07-10 00:00:00",1671,,3639
"2020-07-11 00:00:00",1796,,9688
"2020-07-12 00:00:00",1692,,3034
"2020-07-13 00:00:00",1506,,7537
"2020-07-14 00:00:00",1463,,3066
"2020-07-15 00:00:00",1397,,6409
"2020-07-16 00:00:00",1370,,3407
"2020-07-17 00:00:00",1376,,767
"2020-07-18 00:00:00",1480,,804
"2020-07-19 00:00:00",1458,,10017
"2020-07-20 00:00:00",1317,,21626
"2020-07-21 00:00:00",1284,,1376
"2020-07-22 00:00:00",1258,,4204
"2020-07-23 00:00:00",1218,,3027
"2020-07-24 00:00:00",1266,,817
"2020-07-25 00:00:00",1353,,5857
"2020-07-26 00:00:00",1389,,2753
"2020-07-27 00:00:00",1221,,3706
"2020-07-28 00:00:00",1315,,2104
"2020-07-29 00:00:00",1366,,2872
"2020-07-30 00:00:00",1369,,3988
"2020-07-31 00:00:00",1347,,3590
"2020-08-01 00:00:00",1491,,5002
"2020-08-02 00:00:00",1523,,1935
"2020-08-03 00:00:00",1364,,10898
"2020-08-04 00:00:00",1349,,11470
"2020-08-05 00:00:00",1273,,3850
"2020-08-06 00:00:00",1273,,12961
"2020-08-07 00:00:00",1300,,10064
"2020-08-08 00:00:00",1372,,2375
"2020-08-09 00:00:00",1440,,3524
"2020-08-10 00:00:00",1228,,1007
"2020-08-11 00:00:00",1244,,5782
"2020-08-12 00:00:00",1140,,723
"2020-08-13 00:00:00",1162,,1049
"2020-08-14 00:00:00",1221,,1344
"2020-08-15 00:00:00",1349,,514
"2020-08-16 00:00:00",1377,,518
"2020-08-17 00:00:00",1205,,1524
"2020-08-18 00:00:00",1158,,1383
"2020-08-19 00:00:00",1124,,848
"2020-08-20 00:00:00",1119,,1041
"2020-08-21 00:00:00",1134,,1654
"2020-08-22 00:00:00",1315,,2125
"2020-08-23 00:00:00",1304,,1986
"2020-08-24 00:00:00",1175,,1078
"2020-08-25 00:00:00",1114,,3805
"2020-08-26 00:00:00",1122,,4956
"2020-08-27 00:00:00",1118,,837
"2020-08-28 00:00:00",1115,,2644
"2020-08-29 00:00:00",1306,,2065
"2020-08-30 00:00:00",1317,,3556
"2020-08-31 00:00:00",1090,,584
"2020-09-01 00:00:00",1067,,1860
"2020-09-02 00:00:00",1019,,580
"2020-09-03 00:00:00",1029,,1390
"2020-09-04 00:00:00",1118,,787
"2020-09-05 00:00:00",1234,,4593
"2020-09-06 00:00:00",1207,,1328
"2020-09-07 00:00:00",1140,,2854
"2020-09-08 00:00:00",941,,3701
"2020-09-09 00:00:00",960,,3098
"2020-09-10 00:00:00",955,,731
"2020-09-11 00:00:00",1049,,2104
"2020-09-12 00:00:00",1179,,538
"2020-09-13 00:00:00",1141,,2979
"2020-09-14 00:00:00",916,,2251
"2020-09-15 00:00:00",935,,851
"2020-09-16 00:00:00",956,,656
"2020-09-17 00:00:00",953,,595
"2020-09-18 00:00:00",992,,512
"2020-09-19 00:00:00",1133,,7070
"2020-09-20 00:00:00",1056,,516
"2020-09-21 00:00:00",849,,522
"2020-09-22 00:00:00",882,,1033
"2020-09-23 00:00:00",887,,501
"2020-09-24 00:00:00",822,,646
"2020-09-25 00:00:00",957,,792
"2020-09-26 00:00:00",1020,,554
"2020-09-27 00:00:00",980,,875
"2020-09-28 00:00:00",840,,1517
"2020-09-29 00:00:00",833,,2881
"2020-09-30 00:00:00",852,,3685
"2020-10-01 00:00:00",818,,984
"2020-10-02 00:00:00",842,,2173
"2020-10-03 00:00:00",1008,,1225
"2020-10-04 00:00:00",963,,4106
"2020-10-05 00:00:00",759,,527
"2020-10-06 00:00:00",749,,921
"2020-10-07 00:00:00",764,,302
